"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Response rate,Footnote for response rate,Footnote Number
037458,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037459,Not Available,11,Not Available,11,84,11,Not Available,11,83,11,Not Available,11,83,11,Not Available,11,78,11,62,11,16,11,25,11,11
037462,Not Available,11,Not Available,11,85,11,Not Available,11,72,11,Not Available,11,84,11,Not Available,11,80,11,77,11,24,11,12,11,11
037463,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037464,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037466,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037468,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037469,Not Available,11,Not Available,11,82,11,Not Available,11,85,11,Not Available,11,75,11,Not Available,11,86,11,76,11,37,11,22,11,11
037470,2,,2,,83,,1,,75,,2,,70,,2,,74,,63,,98,,20,,
037471,Not Available,9,Not Available,9,76,9,Not Available,9,65,9,Not Available,9,80,9,Not Available,9,57,9,24,9,5,9,17,9,9
037472,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037473,1,,2,,82,,1,,78,,1,,63,,1,,67,,60,,77,,20,,
037474,2,11,3,11,87,11,1,11,77,11,2,11,74,11,2,11,80,11,77,11,45,11,19,11,11
037475,1,,2,,81,,1,,72,,1,,58,,1,,70,,65,,130,,20,,
037476,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037477,4,,4,,90,,3,,84,,4,,88,,4,,85,,90,,100,,20,,
037478,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037479,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037480,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037481,1,,1,,75,,1,,71,,1,,65,,1,,73,,55,,179,,11,,
037482,3,11,4,11,87,11,3,11,85,11,1,11,61,11,4,11,88,11,63,11,50,11,20,11,11
037484,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037485,3,11,4,11,86,11,3,11,86,11,3,11,79,11,3,11,80,11,77,11,45,11,23,11,11
037486,4,11,5,11,92,11,4,11,90,11,4,11,83,11,4,11,91,11,82,11,58,11,37,11,11
037487,3,10,3,10,86,10,3,10,87,10,3,10,81,10,2,10,78,10,66,10,95,10,25,10,10
037488,Not Available,9,Not Available,9,56,9,Not Available,9,60,9,Not Available,9,84,9,Not Available,9,57,9,53,9,7,9,13,9,9
037489,5,11,5,11,96,11,5,11,96,11,4,11,83,11,5,11,98,11,95,11,66,11,30,11,11
037491,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037492,2,,3,,86,,2,,80,,2,,67,,2,,76,,68,,196,,19,,
037493,3,,3,,86,,2,,81,,3,,77,,3,,81,,77,,110,,34,,
037494,2,,2,,84,,2,,81,,3,,76,,2,,76,,66,,345,,28,,
037495,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037496,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037497,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037498,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037499,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037500,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037501,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037502,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037802,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037803,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037804,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037805,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037806,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037807,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037808,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037809,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037810,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037811,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037812,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037813,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037814,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
047001,3,,4,,89,,3,,85,,3,,82,,3,,81,,84,,121,,21,,
047004,5,,5,,91,,5,,92,,4,,83,,5,,93,,90,,97,,26,,
047006,4,,4,,89,,3,,86,,4,,83,,3,,85,,82,,298,,29,,
047009,4,,4,,89,,3,,88,,4,,85,,3,,85,,80,,131,,29,,
047010,4,,5,,92,,4,,91,,4,,87,,4,,89,,83,,216,,27,,
047011,5,,5,,91,,5,,93,,5,,91,,5,,94,,90,,163,,43,,
047016,3,,4,,87,,3,,87,,3,,78,,2,,80,,79,,293,,32,,
047020,4,,4,,90,,3,,87,,4,,84,,4,,86,,79,,351,,25,,
047021,5,,5,,93,,5,,93,,4,,86,,5,,91,,87,,197,,29,,
047024,5,,5,,96,,5,,94,,5,,93,,5,,96,,97,,177,,41,,
047025,4,,5,,92,,4,,87,,3,,82,,4,,88,,79,,78,,28,,
047028,4,,4,,88,,3,,86,,4,,83,,3,,84,,78,,551,,23,,
047029,3,,4,,88,,3,,84,,3,,81,,2,,80,,80,,284,,26,,
047030,Not Available,9,Not Available,9,100,9,Not Available,9,85,9,Not Available,9,91,9,Not Available,9,86,9,86,9,9,9,32,9,9
047031,Not Available,11,Not Available,11,89,11,Not Available,11,82,11,Not Available,11,73,11,Not Available,11,90,11,88,11,13,11,15,11,11
047032,5,,5,,91,,5,,92,,4,,85,,4,,90,,87,,145,,31,,
047033,4,,5,,93,,4,,88,,4,,87,,4,,88,,84,,260,,22,,
047034,Not Available,11,Not Available,11,89,11,Not Available,11,91,11,Not Available,11,86,11,Not Available,11,83,11,91,11,23,11,33,11,11
047035,4,,5,,91,,4,,89,,4,,85,,4,,89,,82,,319,,29,,
047038,3,,4,,88,,3,,87,,3,,82,,3,,84,,78,,314,,26,,
047043,3,,4,,87,,3,,84,,3,,81,,3,,84,,79,,177,,25,,
047044,4,,4,,89,,4,,88,,3,,77,,3,,85,,77,,82,,32,,
047046,4,,5,,90,,3,,89,,5,,89,,4,,90,,84,,129,,28,,
047048,4,11,5,11,93,11,3,11,89,11,4,11,83,11,4,11,91,11,73,11,56,11,21,11,11
047052,4,,5,,90,,4,,90,,4,,83,,3,,88,,82,,115,,27,,
047056,5,,5,,93,,5,,93,,5,,94,,5,,95,,86,,91,,29,,
047057,4,,3,,87,,3,,85,,4,,83,,4,,86,,80,,155,,24,,
047070,3,,4,,89,,3,,87,,3,,80,,3,,86,,77,,216,,19,,
047080,4,,4,,90,,3,,88,,4,,85,,3,,85,,82,,317,,31,,
047081,4,,5,,92,,4,,89,,4,,88,,4,,85,,83,,70,,36,,
047082,3,,4,,86,,3,,83,,2,,74,,4,,86,,76,,82,,20,,
047083,5,,5,,94,,5,,93,,5,,89,,5,,94,,88,,172,,32,,
047087,4,,4,,88,,4,,87,,4,,85,,4,,87,,78,,132,,32,,
047088,5,11,5,11,95,11,5,11,91,11,5,11,91,11,5,11,95,11,89,11,50,11,35,11,11
047090,3,,4,,90,,3,,86,,3,,82,,3,,86,,81,,465,,22,,
047093,3,,4,,89,,3,,87,,3,,79,,3,,84,,80,,506,,26,,
047096,4,,5,,92,,4,,89,,4,,84,,4,,88,,89,,75,,27,,
047097,5,,5,,95,,5,,94,,4,,86,,5,,95,,90,,143,,32,,
047099,4,,5,,91,,4,,89,,4,,88,,4,,89,,83,,133,,24,,
047102,4,,4,,90,,4,,92,,3,,81,,4,,88,,80,,173,,21,,
047104,5,11,5,11,96,11,5,11,94,11,4,11,83,11,5,11,90,11,86,11,58,11,16,11,11
047105,4,,4,,90,,4,,89,,4,,84,,4,,88,,84,,350,,31,,
047108,4,,5,,92,,4,,90,,4,,87,,4,,91,,83,,145,,23,,
047109,5,,5,,92,,5,,91,,5,,90,,5,,94,,87,,105,,31,,
047112,5,,5,,95,,5,,93,,5,,90,,5,,95,,89,,90,,25,,
047114,Not Available,9,Not Available,9,91,9,Not Available,9,89,9,Not Available,9,90,9,Not Available,9,99,9,92,9,8,9,13,9,9
047115,4,,5,,91,,4,,89,,4,,86,,3,,86,,86,,499,,29,,
047116,4,11,5,11,92,11,4,11,91,11,4,11,87,11,3,11,82,11,75,11,44,11,30,11,11
047117,3,,4,,89,,3,,89,,3,,81,,3,,86,,77,,265,,20,,
047118,5,,5,,93,,4,,89,,4,,83,,5,,90,,91,,75,,28,,
047122,4,,4,,91,,4,,90,,5,,89,,3,,87,,87,,176,,24,,
047127,3,11,3,11,88,11,2,11,80,11,3,11,79,11,3,11,92,11,85,11,40,11,17,11,11
047128,4,,5,,93,,3,,87,,4,,88,,4,,89,,85,,218,,27,,
047133,4,,5,,91,,4,,91,,4,,87,,4,,90,,87,,367,,37,,
047134,3,,4,,88,,3,,85,,3,,79,,3,,84,,80,,237,,31,,
047135,3,11,4,11,89,11,3,11,88,11,4,11,85,11,2,11,85,11,75,11,50,11,30,11,11
047138,4,,4,,90,,4,,89,,4,,85,,4,,88,,83,,659,,29,,
047139,4,,4,,90,,4,,90,,3,,81,,4,,87,,80,,89,,29,,
047140,4,,5,,92,,3,,87,,4,,87,,5,,95,,80,,96,,27,,
047145,3,,4,,90,,3,,86,,3,,80,,3,,83,,80,,279,,28,,
047147,5,11,5,11,91,11,5,11,92,11,5,11,90,11,4,11,88,11,85,11,62,11,23,11,11
047148,5,,5,,95,,5,,94,,4,,86,,5,,95,,93,,156,,30,,
047149,4,,5,,93,,4,,90,,4,,84,,4,,91,,86,,389,,38,,
047151,4,,4,,88,,3,,84,,4,,84,,3,,83,,78,,501,,26,,
047153,5,11,5,11,96,11,5,11,97,11,5,11,91,11,5,11,97,11,91,11,50,11,26,11,11
047156,4,11,5,11,93,11,3,11,84,11,3,11,78,11,3,11,82,11,85,11,41,11,34,11,11
047158,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
047162,Not Available,11,Not Available,11,92,11,Not Available,11,85,11,Not Available,11,91,11,Not Available,11,84,11,93,11,33,11,38,11,11
047167,4,,5,,90,,4,,91,,4,,86,,4,,88,,89,,132,,37,,
047168,4,,4,,88,,3,,87,,4,,86,,3,,85,,82,,144,,28,,
047169,4,,5,,91,,3,,87,,5,,90,,4,,85,,80,,174,,31,,
047170,4,,5,,90,,3,,87,,4,,84,,4,,88,,88,,199,,30,,
047172,4,,5,,91,,4,,88,,3,,76,,4,,88,,85,,137,,30,,
047173,5,,5,,92,,4,,91,,4,,86,,5,,95,,88,,128,,33,,
047174,4,,5,,91,,4,,89,,4,,87,,4,,86,,83,,125,,27,,
047175,5,,5,,93,,5,,94,,5,,91,,5,,93,,91,,107,,34,,
047176,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
047178,3,,3,,86,,3,,83,,3,,79,,2,,80,,70,,145,,25,,
047179,5,,5,,93,,5,,94,,4,,86,,5,,95,,93,,107,,31,,
047180,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
047181,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
047306,Not Available,11,Not Available,11,100,11,Not Available,11,89,11,Not Available,11,85,11,Not Available,11,93,11,84,11,20,11,32,11,11
047326,5,11,5,11,94,11,4,11,90,11,4,11,88,11,5,11,92,11,88,11,60,11,23,11,11
047338,4,,5,,90,,4,,91,,4,,86,,4,,88,,84,,89,,27,,
047339,4,,4,,88,,3,,86,,4,,84,,3,,84,,81,,400,,30,,
047346,4,,4,,90,,3,,87,,4,,85,,3,,85,,79,,372,,29,,
047803,5,,5,,94,,5,,93,,4,,85,,4,,91,,87,,126,,34,,
047818,3,,4,,88,,3,,83,,3,,78,,3,,86,,84,,87,,24,,
047823,4,,4,,89,,3,,87,,4,,86,,4,,87,,84,,165,,25,,
047824,4,,5,,93,,4,,87,,3,,82,,4,,86,,80,,88,,25,,
047838,4,,4,,89,,4,,88,,4,,83,,3,,83,,79,,84,,29,,
047840,4,11,4,11,91,11,3,11,87,11,4,11,85,11,3,11,80,11,77,11,66,11,18,11,11
047844,4,,4,,89,,3,,87,,4,,86,,3,,82,,78,,158,,24,,
047850,5,,5,,93,,4,,91,,4,,87,,5,,93,,89,,152,,31,,
047853,3,,2,,84,,2,,83,,3,,82,,3,,83,,76,,91,,20,,
047855,3,,3,,84,,2,,80,,3,,80,,2,,77,,69,,101,,30,,
047870,4,,5,,90,,4,,89,,4,,88,,3,,88,,91,,90,,28,,
047888,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053100,Not Available,11,Not Available,11,84,11,Not Available,11,84,11,Not Available,11,76,11,Not Available,11,61,11,82,11,20,11,23,11,11
053101,Not Available,11,Not Available,11,92,11,Not Available,11,92,11,Not Available,11,77,11,Not Available,11,90,11,78,11,27,11,28,11,11
053102,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053103,Not Available,11,Not Available,11,90,11,Not Available,11,90,11,Not Available,11,87,11,Not Available,11,90,11,100,11,22,11,27,11,11
053105,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053106,Not Available,11,Not Available,11,81,11,Not Available,11,79,11,Not Available,11,86,11,Not Available,11,81,11,84,11,15,11,17,11,11
053107,Not Available,11,Not Available,11,83,11,Not Available,11,87,11,Not Available,11,93,11,Not Available,11,82,11,77,11,21,11,12,11,11
053108,Not Available,11,Not Available,11,90,11,Not Available,11,88,11,Not Available,11,83,11,Not Available,11,91,11,93,11,24,11,22,11,11
053109,Not Available,9,Not Available,9,76,9,Not Available,9,69,9,Not Available,9,82,9,Not Available,9,95,9,93,9,5,9,8,9,9
053110,Not Available,9,Not Available,9,88,9,Not Available,9,91,9,Not Available,9,96,9,Not Available,9,90,9,81,9,7,9,5,9,9
053113,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053114,Not Available,9,Not Available,9,97,9,Not Available,9,95,9,Not Available,9,91,9,Not Available,9,100,9,100,9,5,9,7,9,9
053115,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053116,Not Available,11,Not Available,11,66,11,Not Available,11,81,11,Not Available,11,72,11,Not Available,11,70,11,66,11,11,11,11,11,11
053117,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053118,Not Available,11,Not Available,11,81,11,Not Available,11,84,11,Not Available,11,91,11,Not Available,11,87,11,78,11,11,11,9,11,11
053119,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053120,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053122,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053123,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053124,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053125,Not Available,11,Not Available,11,97,11,Not Available,11,99,11,Not Available,11,100,11,Not Available,11,79,11,72,11,23,11,14,11,11
053126,Not Available,11,Not Available,11,85,11,Not Available,11,92,11,Not Available,11,98,11,Not Available,11,95,11,89,11,17,11,12,11,11
053127,Not Available,11,Not Available,11,80,11,Not Available,11,76,11,Not Available,11,85,11,Not Available,11,62,11,55,11,14,11,11,11,11
053128,Not Available,9,Not Available,9,87,9,Not Available,9,91,9,Not Available,9,98,9,Not Available,9,87,9,96,9,10,9,17,9,9
053129,3,,3,,84,,2,,81,,3,,82,,2,,78,,69,,147,,18,,
053130,Not Available,11,Not Available,11,75,11,Not Available,11,84,11,Not Available,11,80,11,Not Available,11,82,11,75,11,14,11,17,11,11
053132,Not Available,9,Not Available,9,87,9,Not Available,9,76,9,Not Available,9,94,9,Not Available,9,91,9,90,9,6,9,5,9,9
053133,3,,2,,80,,3,,83,,3,,82,,3,,83,,69,,70,,21,,
053134,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053135,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053136,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053137,1,,1,,69,,1,,67,,2,,68,,1,,63,,54,,89,,11,,
053138,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053139,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053140,Not Available,11,Not Available,11,66,11,Not Available,11,56,11,Not Available,11,63,11,Not Available,11,50,11,29,11,16,11,7,11,11
053142,Not Available,11,Not Available,11,96,11,Not Available,11,96,11,Not Available,11,94,11,Not Available,11,93,11,93,11,24,11,13,11,11
053143,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
